1371,-11.1357,16.370883,Bouderea1,2,66,1,0
2671,-11.6954,15.57939,boudiobay2,2,49,1,3.819185031
2672,-11.67943,15.57203,boudiobaypeulh,2,52,2,3.794497322
1572,-12.87251,16.35584,Boudourwa1,2,201,2,2.563751824
72,-7.32564,16.04816,boueech1,1,50,1,1.856083069
1351,-11.045367,16.556583,Bougadoum,4,196,5,3.920847967
74,-7.36816,15.87137,bouguadoum,2,64,1,2.537081003
2743,-12.32541,14.85122,Bougueijami,3,152,1,3.515863751
2625,-12.17691,15.76003,bouguirbe2,2,185,2,3.281348033
1278,-11.29517,15.65607,Bouhabchaelbadiya,1,95,1,0
1279,-11.33465,15.67366,bouhabch_ledress,1,35,1,0
2249,-15.25087,17.03998,Bouhajra1,3,216,4,2.51844605
2250,-15.26598,16.9116,Bouhcheybiya,1,27,1,3.905232294
56,18.07267,-15.92188,BOUHDIDA,24,769,25,0
1719,-13.99647,16.92426,bouhdide2,8,822,16,3.999592465
1720,-14.000133,16.925267,BOUHDIDE3,3,330,7,3.998903274
473,-11.86801667,15.72248333,BOUHIVRA,2,61,1,0
2180,-16.08445,17.30744,boujama,3,72,4,3.996891237
748,-8.720733,16.692283,BOUJNAH+EGNI,1,21,1,0
614,-8.73716,15.95767,Bouklal,4,170,5,0
1096,-12.59632,16.7321,Boulahrathe(2),6,247,6,3.804709215
1097,-12.57664,16.77076,boulehrah1,5,181,6,3.997672033
2439,-12.58071667,21.2892,BOULENWAR2,13,220,5,0
75,-7.24523,15.99848,boumessoud,2,100,2,2.517020193
2678,-11.98836,15.40186,bouneamane1,2,101,1,3.222938158
112,18.1016,-15.99709444,BOURGE SA,12,300,27,0
1318,-11.2969,16.27697,bourka,4,80,4,0
1561,-12.724667,15.502183,BOURL_,1,50,1,2.177041407
518,-7.84958,16.40378,Bousata,5,197,7,3.842407338
2044,-14.420983,17.5739,BOUSDEIRE,2,80,2,0
2045,-14.44903,17.59085,bousdeyre,2,80,2,0
2063,-14.808117,17.480933,BOUSSIDRE,1,51,1,2.319000733
2221,-14.97938,17.094,Boutalhaye,4,235,4,0
2163,-15.21244,17.86685,boutechtaya,1,20,1,3.779976753
76,-7.68079,15.86014,boutib1,2,216,3,0
77,-7.573483,15.84775,boutib2,2,145,1,0
78,-7.504667,15.5141,boutib3,1,106,1,0
1999,-14.72385,16.925433,BOUTOUMBOUSKIT,2,64,1,0
2128,-15.61325,16.85809,boutoumbtaya,2,77,2,3.395331865
2010,-14.336783,17.537733,BOUTT1,8,335,10,1.36310142
2011,-14.303067,17.53825,BOUTT2,9,443,18,2.468038844
2012,-14.168333,17.55545,BOUTT5,9,435,12,3.830506023
1169,-12.80934,16.84167,bouzreybiye,1,51,1,0
165,-6.40554,15.67997,Breiya,1,29,1,0
2763,-12.25564,15.0092,Brouji,2,104,2,3.391910092
1864,-13.66863,16.34205,B_lghourbane,2,172,2,2.192797188
15,18.07567,-15.99364,CAPITAL 12,10,417,11,0
4,18.08015,-15.98013,CAPITAL 5,16,528,17,0
18,18.06925,-15.98559,CAPITAL15,9,243,10,0
25,18.05319,-15.99567,CAPITAL18,10,370,11,0
16,18.0774,-15.99669,CAPITALE 11,13,727,14,0
28,18.07579,-15.99199,CAPITALE 4,11,444,12,0
15,18.08564,-15.97257,CAPITALE 8,8,163,9,0
26,18.06598,-16.00345,CESTECA,7,126,8,0
1828,-14.20205,16.758683,CHAM,4,178,4,3.986579106
1630,-12.44566,16.26491,charkhatt/awladalhaj,3,150,2,0
1612,-12.29658,16.23612,charkhttttiyab,3,325,3,0
1732,-13.66726,17.33075,cheguar1,8,446,12,3.999968168
182,18.11883,-15.94568,CHEHADA,9,218,15,0
60,18.06168,-15.92953,CHEIKH  MED LEMINE,8,356,9,0
21,18.05616,-15.87615,cheikh el mahfoudh,3,154,4,0
2259,-15.35225,16.8413,Cheikh hacen,6,278,5,1.649664362
10,18.05275,-15.97016,CHEIKH HAMAHOULAH,18,437,19,0
27,18.0791,-15.98745,CHEIKH IBRAHIMA NIASS,5,73,6,0
19,18.06774,-15.89709,CHEIKH MALAININE (ECOLE DE FILLE ),11,412,12,0
32,18.13264,-15.93016,CHEIKH MED EL MAMI1,10,285,11,0
79,18.04378,-15.9596,CHEIKH MED MOUSTAPHA,1,51,2,0
6,18.07023,-15.94502,CHEIKH MED VADEL,17,496,18,0
37,18.07758611,-15.98683056,CHEIKH MOHAMED EL HAFEZ,9,464,10,0
5,18.06128,-15.94307,CHEIKH MOHAMED HAVED,18,475,19,0
28,18.03813,-15.9373,CHEIKH MOHAMED VADEL,5,108,6,0
116,18.08901,-16.00379,CHEIKH MOUSSA,10,258,31,0
25,18.10899,-15.91951,CHEIKH O/ ABDOUKE,12,364,13,0
49,18.07105,-15.96255833,CHEIKH SAAD BOUH,10,283,11,0
14,18.08141,-16.00164,CHEIKH SOULEYMANE BALL,8,399,9,0
36,18.04969,-15.94319,CHEIKH TOURAD,15,615,16,0
237,17.99512,-15.97323,CHEIKH YACOUB,3,75,9,0
21,17.99968,-15.97323,CHEIKH YACOUB,7,241,8,0
2251,-15.0029,17.166283,CHEIKHELHASSEN,6,278,5,0
2900,-15.9706,18.01677,cheikhguillah,13,559,15,7.757621753
2934,-15.93001,18.1327,cheikhmedelmamy,12,456,26,7.999177625
2935,-15.93053333,18.13236667,CHEKH MED EL MAMY 2,12,456,26,7.998787355
2631,-12.12317,15.74542,Chekhet amoureh,1,44,1,3.495795664
2646,-11.72252,15.4859,chelkhadekhna,6,288,8,3.730357149
1110,-13.5655,16.49868333,CHELKHETTCHEWAWFA,2,124,2,0
1906,-13.03079,17.40432,chelkhitbskhaymat,1,36,1,2.135397435
1978,-12.81846,17.45131,chelkhitrih,1,106,1,1.536655703
1907,-13.3031,17.407433,CHELKHITSKHAYMAT,1,36,1,3.589451901
2679,-11.81306,15.49878,chelkhittlehkim,1,37,1,3.672825164
2363,-12.98152,19.81355,chematt,1,19,1,3.542631486
109,18.11217,-15.99172,CHEMIS DINE,12,300,19,0
53,18.08715,-15.94073,CHEMS DINE,17,435,23,0
1170,-12.78769,16.67805,cherguemougue,1,43,1,2.008494892
1,18.07317,-15.90729,CHERIF HAMED,11,338,12,0
49,18.07162,-15.91844,CHINGUITI RAJA,5,234,6,0
1721,-14.3468,16.998367,CHINGUITT,4,111,6,0
2430,-12.837,20.82274,Chinguitty 1,8,445,11,1.181594256
65,18.06466,-15.92131,CHINGUITY,5,117,6,0
2444,-17.03942,20.84977,chinguity2,7,261,11,4.954794412
2445,-17.03645,20.96086,chkhmohamedlmami,11,663,18,5.197575574
419,-8.22253,15.52749,ècole2,6,337,8,1.524820271
236,-7.478,16.71232,ècoleabnabe,1,46,2,3.385224722
271,-7.51822,16.47917,ècoleberibabe,4,211,6,2.115180278
237,-7.30386,16.77521,ècoleboukhzam2,2,74,1,1.712169879
420,-7.78326,15.65551,ècoleboutezegrarett,2,77,2,0
492,-8.08373,16.28668,ècoledahara,1,76,1,2.867621809
474,-7.88614,15.78574,ècoledarignbe,2,217,2,0
444,-8.30054,16.0763,ècoleechayev2,1,46,1,0
277,-7.41026,16.28914,ècoleelmedroum,3,152,7,1.726153437
238,-7.38505,16.62504,ècoleengiy_+zedar,2,69,2,3.306313613
294,-7.38972,16.22425,ècoleesbea,1,67,1,0.708705665
493,-8.13434,16.21554,ècolegnimbark,1,32,1,3.809947447
445,-8.41025,15.99755,ècolegrad,1,67,2,0
552,-8.69033,16.31612,ècolehassiabdi1,2,78,5,3.996485544
446,-8.1784,16.04884,ècolehassibabe,1,50,2,0
553,-8.72166,16.21275,ècolehassinbeg,3,123,5,2.49952749
447,-8.36104,15.74376,ècoleidare,2,181,6,1.7437487
239,-7.59117,16.57776,ècoleidriss,2,270,5,1.490566427
272,-7.72492,16.30795,ècolejegre1,1,39,1,0.460180834
240,-7.57636,16.58952,ècolekhabe,2,97,1,1.998723369
475,-7.88936,15.85753,ècolekhawva,1,53,1,0
554,-8.86996,16.16401,ècolekhoukhri,3,94,3,0
1908,-13.01372,17.53435,coleleadeile2,1,25,1,3.199845801
448,-8.48803,16.15224,ècolelekbache,1,46,1,1.885717251
476,-8.04692,15.6951,ècolemedinettjeman,1,44,1,1.594559313
477,-7.95922,15.9231,ècolemekhemteissir2,1,25,2,0
241,-7.75231,16.55988,ècolemeymouna,1,39,1,2.345195894
234,-7.02652,16.72013,ècolemkhaizin,1,17,1,0
279,-7.28256,16.3413,ècolenour2,1,44,1,3.978877017
449,-8.58232,16.2748,ècoleoumleadame,2,172,10,3.16668138
450,-8.25551,16.07365,ècolerachid,1,31,1,0.108605594
494,-8.19171,16.23575,ècolesava3,3,158,6,3.996614848
451,-8.20975,15.74823,ècolesayle,1,40,1,0
478,-7.97639,15.75745,ècolesouhbi,4,219,5,0
423,-8.15185,15.62662,ècoletakha,2,102,1,3.155841757
425,-7.86453,15.52908,ècolevarkeli,2,91,1,1.811229997
242,-7.4936,16.55364,ècolewerken2,2,123,2,3.598315731
609,-8.48963,16.02252,ècolezegnoune,1,71,1,0
452,-8.07054,15.86853,ècolezemzem2,1,31,1,0
555,-8.87352,16.31342,ècolezwaghir,1,25,1,3.46284861
35,18.0797,-15.97292,COLLEGE ARABE,14,350,17,0
131,18.05519,-15.95449,COLLEGE ARAFAT2,9,225,27,0
139,18.07241,-15.94823,COLLEGE ARAFAT3,10,250,22,0
160,18.04913,-15.95928,COLLEGE ARAFAT5,14,350,24,0
140,18.07105,-15.94348,COLLEGE ARAFAT6,6,166,20,0
147,18.06126,-15.95749,COLLEGE ARAFAT7,13,325,26,0
48,18.12709,-15.91248,COLLEGE DAR NAIM,8,200,15,0
62,18.07495,-15.94151,COLLEGE DAR NAIM 1,15,375,30,0
54,18.10247,-15.92805,COLLEGE DAR NAIM 2,14,350,30,0
46,18.1185,-15.92853,COLLEGE DAR NAIM 3,8,200,17,0
49,18.12461,-15.92965,COLLEGE DAR NAIM 5,12,300,14,0
36,18.0789,-15.97328,COLLEGE DES JEUNES FILLES,10,250,22,0
43,18.09892,-15.96032,COLLEGE DU KSAR,14,350,30,0
1,18.05622,-15.98822,COLLEGE EL MINA,25,625,31,0
6,18.02352,-15.98279,COLLEGE EL MINA 4,9,225,14,0
240,18.01482,-15.97062,COLLEGE RIAD 2,16,400,33,0
230,17.99596,-15.96185,COLLEGE RIAD 3,12,300,18,0
225,18.009,-15.95865,COLLEGE RIAD 4,8,200,18,0
227,18.01522,-15.95546,COLLEGE RIAD 6,12,300,8,0
74,18.07974,-16.00081,COLLEGE SEBKHA 1,15,375,24,0
70,18.06273,-16.00747,COLLEGE SEBKHA 2,8,200,16,0
183,18.1265,-15.9367,COLLEGE TEYARETT1,17,425,32,0
195,18.07723,-15.93389,COLLEGE TOUJOUNINE 2,12,300,23,0
198,18.06319,-15.8989,COLLEGE TOUJOUNINE 3,9,225,20,0
219,18.04224,-15.94662,COLLEGE TOUJOUNINE 5,17,425,34,0
97,18.10196,-15.9924,COLLEGE TZ2,6,150,13,0
222,18.04583,-15.93078,COMLEX ESPASE LIBRE,7,175,6,0
44,18.07508,-15.91055,COMPLEX THOURAYA,3,42,4,0
87,18.08275,-15.97474,COMPLEXE DES ECOLES PRIVEE EL KHIYAR,18,450,50,0
210,18.07102,-15.92668,COMPLEXE EL EMJALD,28,659,42,0
74,17.98554,-15.97043,Complexe Franco-Mauritanienne,5,145,6,0
9,18.0814,-15.98325556,COMPLEXE SCOLAIRE TINKORO KAMARA,8,233,9,0
1648,-12.07298,15.96263,complexemel,4,248,3,0
10,18.111163,-15.975858,COMPLEXES DES ECOLES EDHIYA,11,166,12,0
71,18.07922,-15.99129,CORPS DES ECOLES ZAHARA,9,225,22,0
31,18.03548,-15.97966,COUMBALY,7,98,8,0
9,-7.89772,16.5427,craeelbarke,1,64,1,0.863774924
113,18.06035,-15.95334,D'HOU NOUREINY,17,553,18,0
1642,-12.77121,16.42689,dadbenicherve,5,477,6,1.080123603
2234,-14.90367,16.83759,Dakhla,1,58,1,0
2633,-11.62793,15.75136,danghv_foulane,2,51,1,3.974891343
1479,-13.23914,16.21377,danki,3,257,3,3.65747685
145,-7.23791,15.81632,Dar barka 2,1,50,1,2.424890046
1549,-12.91804,15.53113,Dar beidha,2,120,2,3.456335673
17,18.053727,-15.993707,DAR EL AZHAR,6,150,24,0
47,18.06714,-15.9847,DAR EL AZHAR,9,338,10,0
60,-7.04869,15.81837,Dar el barka tnaked,1,51,1,2.931683604
44,18.0743,-15.96473,DAR EL FICR,6,151,7,0
228,18.0089,-15.9723,DAR EL FIKR RYADH,14,460,18,0
29,18.1128,-15.91958,DAR EL ILM,5,177,6,0
214,18.07122,-15.93509,DAR EL MAARIF,6,150,14,0
37,18.10723,-15.95458,DAR EL OULOUM,24,600,31,0
2077,-16.19444,16.58827,dara,1,42,1,3.659225686
1820,-14.45465,16.703683,DARELAVIYE,5,282,5,3.13772131
10,-7.050317,16.625667,darelbaidha,1,63,1,0
79,-7.37463,15.65457,darelberke1,1,94,1,2.14701025
1197,-12.218717,17.190333,DARESSELLAM+ELBELEDIYA,3,186,3,2.927744088
1830,-14.303017,16.66815,DARLBARKA,4,182,5,4.162334061
1831,-14.41556,16.65263,darlbarke,4,182,5,1.628575674
2013,-14.61967,17.50604,darlbarke2,4,189,7,4.215199445
2015,-14.235817,17.5551,DARLEARKAM,3,54,4,3.772074148
1705,-13.92642,17.01505,darnaeim1,5,283,5,4.059645119
704,-9.494517,16.634517,DARNAIEM,3,68,6,2.826928345
1706,-13.57245,17.0931,DARNAIM1,5,283,5,0
1707,-13.488167,17.111,DARNAIM2,4,223,5,0
12,-7.160933,16.681283,darnaime,2,85,1,2.287496302
